UDI,Air_Temperature_K,Process_Temperature_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_min,Pressure_bar,Vibration_mm_s,Machine_Failure,Failure_Type
1115,300.63,312.21,1543.8,54.57,62,7.22,1.89,0,No Failure
1116,300.51,311.02,1165.8,66.33,212,3.31,2.11,1,Tool Wear Failure
1117,295.87,307.67,1397.0,54.66,138,3.02,1.98,0,No Failure
1118,303.34,314.69,1533.0,72.53,53,5.61,2.35,1,Power Failure
1119,297.52,311.74,1386.4,61.33,65,4.97,2.82,0,No Failure
1120,296.23,307.8,1445.3,77.62,193,5.51,1.73,1,Power Failure
1121,303.44,317.39,1477.2,77.74,11,6.63,1.97,0,No Failure
1122,304.08,318.54,1479.8,61.59,238,4.84,3.32,1,Tool Wear Failure
1123,303.19,315.36,1513.1,51.65,31,3.25,0.79,0,No Failure
1124,302.69,317.24,1234.8,46.44,191,7.95,8.08,0,No Failure
1125,301.22,313.11,1320.7,50.86,95,4.3,4.31,0,No Failure
1126,300.23,315.05,1178.9,54.68,118,4.23,6.17,0,No Failure
1127,295.83,306.27,1744.5,70.9,211,6.82,1.15,1,Tool Wear Failure
1128,298.88,312.32,1100.0,71.16,99,5.04,1.53,0,No Failure
1129,298.54,311.01,1788.4,60.13,129,5.42,0.5,1,Power Failure
1130,297.47,309.41,1846.6,32.86,12,6.08,2.59,0,No Failure
1131,301.87,315.04,1424.5,51.53,1,6.8,2.65,0,No Failure
1132,299.71,313.23,1100.0,78.87,59,5.1,3.08,1,Power Failure
1133,295.77,305.79,1409.7,66.67,163,7.32,0.5,1,Power Failure
1134,297.09,307.93,1484.0,60.85,29,2.94,2.44,1,Power Failure
1135,301.49,315.06,1247.4,72.7,27,6.41,3.2,1,Power Failure
1136,295.72,309.06,1371.2,80.93,99,4.49,3.57,1,Power Failure
1137,303.09,317.92,1882.5,52.14,155,7.15,1.58,1,Power Failure
1138,299.7,313.51,1666.2,59.37,171,5.67,8.88,0,No Failure
1139,299.57,314.32,1268.9,68.55,43,4.69,2.09,1,Power Failure
1140,300.63,314.14,1100.6,90.0,19,6.3,2.8,0,No Failure
1141,302.83,314.32,1418.2,42.64,226,6.57,1.91,0,No Failure
1142,298.3,308.83,1446.6,69.9,63,6.27,1.6,1,Power Failure
1143,301.44,315.35,1624.0,58.37,205,4.26,4.0,1,Overstrain Failure
1144,300.37,313.6,1366.2,70.34,207,4.92,0.51,1,Tool Wear Failure
1145,297.54,307.78,1627.9,52.87,185,5.5,4.18,1,Power Failure
1146,303.35,315.15,1983.8,51.83,41,5.45,2.75,1,Power Failure
1147,302.58,317.36,1703.9,65.04,197,6.4,2.18,1,Power Failure
1148,301.26,313.76,1488.0,90.0,185,3.08,0.84,1,Overstrain Failure
1149,303.08,315.24,1454.2,71.0,143,5.9,2.58,1,Power Failure
1150,303.24,315.53,1410.8,55.3,81,5.15,3.97,0,No Failure
1151,301.73,312.77,1795.2,51.86,63,4.49,2.84,1,Power Failure
1152,302.95,314.8,1343.2,60.6,29,4.61,2.38,0,No Failure
1153,301.63,313.48,1511.3,43.82,122,5.24,2.07,0,No Failure
1154,301.46,311.72,1512.8,58.44,140,2.0,1.75,1,Power Failure
1155,300.88,314.71,1374.6,71.84,86,4.66,0.91,1,Power Failure
1156,302.15,314.23,1156.9,56.12,114,4.45,3.92,0,No Failure
1157,296.51,310.62,1580.7,70.87,87,6.14,2.98,1,Power Failure
1158,303.37,317.62,1484.7,67.18,154,4.53,4.09,1,Power Failure
1159,303.28,314.34,1625.1,52.16,216,5.24,1.73,1,Tool Wear Failure
1160,295.28,308.56,1366.6,63.25,39,7.35,2.19,1,Power Failure
1161,302.85,315.21,1805.2,71.88,92,6.69,0.86,1,Power Failure
1162,296.22,310.63,1280.8,73.72,34,6.58,0.55,1,Power Failure
1163,298.18,309.26,1928.0,53.53,150,4.9,2.69,0,No Failure
1164,302.06,315.45,1100.0,67.62,175,6.15,0.5,1,Overstrain Failure
1165,296.53,309.57,1608.7,60.59,224,5.22,3.22,1,Tool Wear Failure
1166,302.77,314.25,1618.9,54.51,67,5.26,1.54,1,Power Failure
1167,302.91,313.59,1301.1,44.93,228,5.99,9.92,0,No Failure
1168,299.82,313.08,1606.1,80.3,15,4.78,2.55,0,No Failure
1169,295.06,308.75,1819.9,57.16,145,7.29,3.79,1,Power Failure
1170,297.73,309.3,1100.0,73.98,14,5.31,1.43,0,No Failure
1171,300.86,314.08,1625.7,58.91,215,6.24,5.46,1,Power Failure
1172,304.32,316.3,1100.0,62.65,127,7.25,5.76,0,No Failure
1173,301.0,314.57,1258.6,64.97,161,6.74,4.87,0,No Failure
1174,297.47,308.46,1907.3,37.86,200,3.81,8.72,0,No Failure
1175,301.02,315.47,1354.6,87.68,36,6.03,0.96,1,Power Failure
1176,300.13,311.57,1206.5,55.52,9,6.52,3.99,0,No Failure
1177,302.41,314.25,1450.5,52.67,211,6.57,1.31,1,Tool Wear Failure
1178,296.02,306.31,2017.0,47.26,76,4.16,1.0,1,Power Failure
1179,302.23,312.79,1100.0,82.88,31,4.71,2.44,1,Power Failure
1180,300.14,312.72,1237.2,67.4,112,6.69,3.0,0,No Failure
1181,304.15,315.49,1874.4,42.15,144,4.59,2.31,0,No Failure
1182,298.25,312.43,1964.4,65.25,7,5.14,0.76,0,No Failure
1183,301.01,311.08,1474.1,69.83,66,7.39,2.63,1,Power Failure
1184,303.85,315.75,1190.2,73.58,8,5.44,2.47,1,Power Failure
1185,295.97,307.66,2024.0,58.68,101,4.63,1.04,1,Power Failure
1186,303.9,314.0,1898.6,77.97,215,4.45,6.51,1,Tool Wear Failure
1187,301.53,312.16,1669.7,80.46,236,5.9,8.2,1,Tool Wear Failure
1188,295.64,307.71,1296.9,59.19,153,3.9,2.76,0,No Failure
1189,297.86,310.32,1487.7,78.48,39,5.2,0.5,1,Power Failure
1190,301.73,313.75,1459.9,66.63,217,5.9,2.49,1,Tool Wear Failure
1191,295.64,308.29,1582.7,65.34,124,7.06,5.27,0,No Failure
1192,300.53,313.51,1862.8,37.82,37,6.3,2.54,0,No Failure
1193,298.29,308.34,1719.9,55.9,221,4.64,2.29,1,Tool Wear Failure
1194,300.9,313.22,1230.7,59.26,182,6.91,4.04,0,No Failure
1195,295.43,310.25,1844.1,63.4,176,5.14,10.0,1,Power Failure
1196,303.28,315.87,1578.3,71.15,170,4.02,3.21,1,Power Failure
1197,304.25,317.64,1671.8,37.82,48,5.29,2.78,0,No Failure
1198,304.2,315.76,1866.6,54.45,51,7.23,6.07,1,Power Failure
1199,302.12,315.99,1222.1,78.78,165,5.7,3.5,1,Power Failure
1200,296.24,310.1,1491.0,60.31,53,5.52,7.55,0,No Failure
1201,302.2,314.81,1367.1,71.95,105,7.46,1.02,1,Power Failure
1202,295.23,310.11,1108.0,73.35,188,3.78,1.04,1,Overstrain Failure
1203,295.21,305.84,1586.7,63.68,188,3.96,1.23,1,Power Failure
1204,298.07,308.16,2127.9,46.73,109,3.56,4.65,0,No Failure
1205,299.64,313.49,1100.0,57.83,190,5.95,3.22,0,No Failure
1206,302.32,316.35,1491.9,50.95,201,5.7,2.04,1,Tool Wear Failure
1207,301.49,312.09,1660.1,65.89,157,7.35,3.24,1,Power Failure
1208,299.24,310.56,1530.8,61.58,55,5.79,5.14,1,Power Failure
1209,297.6,307.69,1471.7,61.18,66,5.02,1.96,1,Power Failure
1210,304.47,315.94,1175.2,64.26,76,5.5,4.27,0,No Failure
1211,299.05,312.91,1558.2,57.78,28,5.64,1.77,1,Power Failure
1212,299.29,311.88,1310.8,76.25,66,3.49,0.58,1,Power Failure
1213,296.55,308.29,1100.0,66.65,50,8.75,2.54,0,No Failure
1214,302.55,314.41,1798.6,42.62,109,6.12,0.5,0,No Failure
1215,301.59,311.6,1739.6,64.64,218,5.75,1.93,1,Tool Wear Failure
1216,297.1,308.6,1512.9,59.69,25,6.24,2.81,1,Power Failure
1217,295.78,309.01,1557.3,61.17,173,6.35,1.24,1,Power Failure
1218,301.46,316.34,1768.6,72.7,165,5.33,3.81,1,Overstrain Failure
1219,301.22,315.45,1556.1,60.67,23,4.74,2.08,1,Power Failure
1220,297.6,307.71,1726.0,60.37,221,6.22,3.89,1,Tool Wear Failure
1221,304.03,318.53,1425.6,51.7,136,5.96,2.47,0,No Failure
1222,296.44,310.35,1828.0,53.24,87,4.53,2.14,0,No Failure
1223,299.11,313.01,1580.2,66.49,182,7.2,1.25,1,Power Failure
1224,303.96,316.25,1548.5,45.48,62,5.85,2.57,0,No Failure
1225,298.99,310.98,1182.5,70.36,166,6.38,2.82,1,Overstrain Failure
1226,301.07,312.58,1571.7,61.57,10,7.17,3.27,0,No Failure
1227,298.78,309.11,1292.0,66.57,201,5.53,3.05,1,Tool Wear Failure
1228,297.61,308.75,1340.4,75.56,108,5.88,0.75,0,No Failure
1229,304.35,315.58,1296.2,69.42,153,6.47,4.99,1,Power Failure
1230,298.89,311.31,1233.4,82.11,53,4.63,3.36,1,Power Failure
1231,303.49,317.23,2031.2,41.44,162,5.56,2.62,0,No Failure
1232,297.18,309.55,1832.8,56.7,185,5.65,3.25,1,Power Failure
1233,297.02,307.31,1980.1,53.24,114,4.35,3.7,1,Power Failure
1234,295.3,310.08,1194.3,57.42,148,8.28,8.44,0,No Failure
1235,301.19,315.9,1517.8,71.21,110,3.81,1.58,0,No Failure
1236,298.5,312.43,1176.6,90.0,215,3.94,1.62,1,Tool Wear Failure
1237,303.21,318.17,1326.1,65.31,119,7.08,0.97,1,Power Failure
1238,299.5,312.22,1270.5,71.64,202,6.36,0.5,1,Tool Wear Failure
1239,304.2,319.01,1809.9,56.65,192,4.27,3.42,1,Power Failure
1240,296.76,307.14,1400.9,56.85,99,6.23,8.66,0,No Failure
1241,303.25,315.08,1767.1,38.45,55,7.26,2.01,0,No Failure
1242,302.38,313.5,1651.0,51.92,97,5.46,5.73,0,No Failure
1243,302.32,313.3,2075.9,36.56,198,8.62,2.04,0,No Failure
1244,303.03,313.73,1130.1,86.44,55,3.43,5.55,1,Power Failure
1245,302.23,315.34,1814.8,54.55,126,6.33,3.23,1,Power Failure
1246,300.95,314.86,1786.6,52.81,193,6.9,2.58,1,Power Failure
1247,296.25,309.14,1256.7,75.76,85,6.57,1.6,0,No Failure
1248,295.31,306.04,1751.8,45.75,154,5.25,2.68,0,No Failure
1249,303.75,317.8,1584.0,52.65,59,5.15,4.59,0,No Failure
1250,300.86,314.04,1443.1,63.82,26,6.03,1.43,1,Power Failure
1251,302.57,314.51,1294.0,76.41,191,6.48,2.38,1,Power Failure
1252,299.57,312.95,1320.2,70.61,24,6.22,2.94,1,Power Failure
1253,296.11,307.41,2012.5,54.23,65,6.75,4.48,1,Power Failure
1254,296.19,307.92,1500.2,62.78,205,4.28,2.74,1,Tool Wear Failure
1255,301.51,316.1,1695.5,62.09,83,5.23,2.05,1,Power Failure
1256,299.09,310.54,1302.3,67.97,234,4.37,3.09,1,Tool Wear Failure
1257,296.9,309.25,1305.0,55.6,235,5.04,5.46,1,Tool Wear Failure
1258,299.67,314.12,1770.5,57.05,64,6.72,3.49,0,No Failure
1259,295.61,309.15,1162.6,58.01,10,5.63,2.43,0,No Failure
1260,300.53,310.84,1396.2,64.89,169,8.63,2.65,1,Power Failure
1261,297.56,308.29,1508.5,57.02,108,5.73,1.02,1,Power Failure
1262,302.58,312.62,1527.8,86.84,24,5.57,4.23,1,Power Failure
1263,297.95,311.1,1455.2,62.5,170,5.63,0.77,0,No Failure
1264,299.32,311.56,1599.0,45.98,7,4.73,1.8,0,No Failure
1265,295.11,305.78,1673.2,57.19,209,5.43,2.21,1,Tool Wear Failure
1266,295.69,310.48,1683.7,63.52,33,6.85,1.79,0,No Failure
1267,298.73,311.38,1253.5,83.66,31,5.64,1.06,0,No Failure
1268,299.56,310.77,1429.0,57.53,42,4.55,1.46,0,No Failure
1269,300.7,313.2,1798.7,40.2,230,4.39,0.72,1,Tool Wear Failure
1270,297.77,311.17,1723.7,65.7,166,4.96,6.93,0,No Failure
1271,301.6,311.98,1156.8,55.06,192,5.59,1.64,0,No Failure
1272,303.17,314.54,1587.9,55.88,95,6.93,1.51,1,Power Failure
1273,302.41,316.44,1100.0,67.42,81,3.89,8.64,0,No Failure
1274,295.38,307.67,1511.7,61.07,56,5.12,0.55,0,No Failure
1275,299.56,312.3,1974.4,59.4,115,5.67,3.77,0,No Failure
1276,296.0,308.16,1263.0,59.9,132,3.3,2.6,0,No Failure
1277,297.3,307.52,1291.4,63.43,152,4.5,1.08,0,No Failure
1278,304.37,315.2,1691.0,58.04,62,4.68,2.75,1,Power Failure
1279,296.35,308.58,1114.3,71.21,228,4.54,7.68,1,Tool Wear Failure
1280,299.74,310.79,1341.8,66.14,41,5.73,3.75,1,Power Failure
1281,300.87,311.12,1649.1,63.38,232,5.31,3.41,1,Tool Wear Failure
1282,301.67,315.89,1341.4,73.61,4,4.83,0.84,1,Power Failure
1283,300.32,315.22,1441.0,67.11,115,6.01,1.25,1,Power Failure
1284,295.09,309.06,1686.0,62.81,80,7.57,0.59,1,Power Failure
1285,298.1,312.37,1605.4,44.07,108,7.47,2.67,0,No Failure
1286,299.92,311.13,1566.7,61.17,137,3.19,2.59,1,Power Failure
1287,295.83,310.64,1415.2,68.49,105,6.19,1.26,0,No Failure
1288,298.33,309.32,1592.5,67.44,100,5.29,4.6,1,Power Failure
1289,295.32,310.07,1469.1,55.7,176,5.69,0.78,0,No Failure
1290,295.75,310.72,1614.5,53.12,165,5.02,1.35,0,No Failure
1291,298.77,312.33,1375.8,58.74,200,5.64,2.74,1,Overstrain Failure
1292,296.26,311.17,1454.4,68.28,60,5.68,0.89,0,No Failure
1293,300.39,313.24,1252.5,77.29,146,4.81,1.97,1,Power Failure
1294,301.55,312.85,1491.2,58.1,140,4.42,1.44,1,Power Failure
1295,302.61,314.79,1297.2,75.13,89,4.96,3.04,1,Power Failure
1296,296.9,309.87,1221.5,68.81,117,5.78,0.71,0,No Failure
1297,296.59,306.96,1564.7,59.46,75,6.22,0.5,1,Power Failure
1298,295.99,309.11,1553.2,58.82,34,6.52,0.85,1,Power Failure
1299,301.05,315.95,1695.7,65.55,51,4.91,4.65,0,No Failure
1300,301.71,312.66,1392.2,67.41,25,5.84,4.42,1,Power Failure
1301,295.3,309.26,1602.0,82.72,164,6.66,1.13,1,Power Failure
1302,303.89,318.43,1637.7,50.72,159,6.9,2.38,0,No Failure
1303,295.49,310.21,1611.2,64.96,228,5.43,2.54,1,Tool Wear Failure
1304,300.14,314.94,1293.6,60.84,175,5.23,0.68,0,No Failure
1305,301.74,314.34,1537.3,52.56,12,5.73,1.47,0,No Failure
1306,303.27,318.16,1591.0,60.07,212,4.12,2.13,1,Tool Wear Failure
1307,301.78,315.57,1501.8,63.34,207,5.27,0.5,1,Tool Wear Failure
1308,302.62,313.42,1100.0,90.0,106,6.39,2.73,1,Power Failure
1309,298.22,310.61,1540.1,59.36,141,6.27,3.55,1,Power Failure
1310,302.74,316.33,2053.1,39.64,234,5.18,2.95,1,Tool Wear Failure
1311,295.76,307.0,1410.0,66.53,128,5.76,4.14,1,Power Failure
1312,303.5,316.7,1318.0,44.89,217,4.51,3.42,1,Tool Wear Failure
1313,300.2,313.54,1593.3,59.21,20,6.34,4.58,0,No Failure
1314,302.76,313.58,1578.1,60.6,46,5.41,0.5,1,Random Failure
1315,299.3,312.12,1798.2,63.98,106,5.17,1.82,1,Power Failure
1316,301.11,314.97,1185.5,78.03,140,5.07,1.02,1,Power Failure
1317,300.0,312.5,1682.8,53.31,196,5.42,0.5,1,Power Failure
1318,301.95,312.01,1647.6,57.54,237,4.96,2.23,1,Tool Wear Failure
1319,295.78,305.82,1464.5,55.05,93,6.29,4.75,0,No Failure
1320,295.57,307.36,1584.7,49.03,11,5.03,1.52,0,No Failure
1321,297.35,311.98,1757.4,59.95,192,7.41,3.19,1,Power Failure
1322,296.52,307.66,1718.1,44.9,145,7.26,5.76,0,No Failure
1323,303.28,316.45,1214.2,63.57,48,4.43,2.04,0,No Failure
1324,297.08,308.19,1705.0,47.95,119,5.58,5.15,0,No Failure
1325,304.27,315.88,1483.8,67.82,178,4.72,4.81,1,Overstrain Failure
1326,298.2,312.44,1518.2,79.65,185,5.11,3.12,1,Overstrain Failure
1327,296.73,310.37,1518.3,48.62,120,7.9,0.82,0,No Failure
1328,302.5,312.98,1462.4,44.22,73,5.13,0.5,0,No Failure
1329,301.26,313.4,1797.9,54.79,234,5.93,1.37,1,Tool Wear Failure
1330,299.73,309.88,1479.1,62.58,159,6.15,1.73,0,No Failure
1331,300.28,312.68,1220.1,69.78,98,4.3,2.03,0,No Failure
1332,301.83,315.14,1401.6,59.5,67,4.47,3.82,0,No Failure
1333,297.17,307.76,1544.7,59.1,175,4.05,1.32,1,Power Failure
1334,304.47,315.91,1807.3,59.53,58,4.44,3.89,0,No Failure
1335,304.26,316.25,1650.8,69.39,41,2.08,7.22,0,No Failure
1336,301.18,315.78,1287.4,46.7,127,6.15,2.17,0,No Failure
1337,296.9,311.86,2121.3,45.88,70,7.97,2.89,0,No Failure
1338,301.46,311.69,1566.2,62.81,151,5.68,6.93,1,Power Failure
1339,295.69,309.49,1818.8,46.44,28,3.8,4.25,0,No Failure
1340,295.29,307.15,1462.1,80.07,157,4.73,1.35,1,Power Failure
1341,297.45,309.41,1633.3,52.98,68,4.95,7.61,1,Power Failure
1342,299.39,313.17,1709.9,57.39,0,4.28,2.85,0,No Failure
1343,303.25,317.84,1804.5,61.47,30,6.53,1.49,1,Power Failure
1344,301.91,316.66,1764.3,50.8,224,6.47,0.5,1,Power Failure
1345,302.06,314.94,1718.0,39.17,208,4.11,1.33,0,No Failure
1346,299.04,310.83,1421.2,59.29,56,6.37,2.75,0,No Failure
1347,298.29,312.22,1357.1,75.15,187,7.33,1.03,1,Power Failure
1348,298.52,309.78,1583.2,56.97,146,7.78,1.18,1,Power Failure
1349,304.38,317.2,1733.3,48.87,233,8.94,5.96,1,Tool Wear Failure
1350,295.38,307.17,1444.3,72.37,90,4.42,2.88,1,Power Failure
1351,303.24,316.52,1766.3,53.37,164,8.89,0.6,1,Power Failure
1352,300.5,311.7,1863.2,49.64,15,5.07,4.01,1,Power Failure
1353,299.17,310.12,1270.9,68.08,95,4.79,0.5,1,Power Failure
1354,301.89,316.48,1290.8,73.89,231,5.89,2.75,1,Tool Wear Failure
1355,299.62,310.13,1464.9,86.52,129,4.8,2.5,0,No Failure
1356,303.3,315.83,1576.9,68.73,69,5.98,10.02,1,Power Failure
1357,303.56,314.66,1368.9,76.22,29,3.92,5.0,1,Power Failure
1358,299.01,309.2,1838.1,50.18,169,5.21,2.4,1,Power Failure
1359,297.63,307.81,1606.0,49.62,155,7.04,4.47,0,No Failure
1360,300.63,311.5,1509.9,62.43,90,5.43,0.5,1,Power Failure
1361,303.67,318.0,1141.0,70.25,228,5.67,2.48,1,Tool Wear Failure
1362,297.0,308.41,1171.0,57.79,5,6.07,1.44,0,No Failure
1363,300.92,315.67,1570.3,58.84,73,6.9,2.71,0,No Failure
1364,301.0,313.91,1100.0,73.99,221,3.51,0.5,1,Tool Wear Failure
1365,301.96,314.15,1753.2,60.54,77,6.2,3.93,1,Power Failure
1366,296.25,309.15,1460.5,67.83,61,5.18,3.43,1,Power Failure
1367,301.8,314.38,2310.8,48.69,128,5.7,5.11,0,No Failure
1368,303.64,317.43,2077.0,45.39,198,6.77,1.73,1,Power Failure
1369,296.71,308.12,1454.6,57.77,25,4.07,4.04,0,No Failure
1370,297.26,309.02,1473.4,50.54,226,4.28,8.04,1,Tool Wear Failure
1371,304.23,318.7,1748.9,74.87,191,3.18,1.95,1,Power Failure
1372,296.72,311.45,1925.8,53.62,44,4.84,0.69,0,No Failure
1373,303.12,317.58,1100.0,67.75,171,7.1,3.87,1,Overstrain Failure
1374,299.68,311.77,1100.0,60.71,92,5.36,1.81,0,No Failure
1375,297.35,311.25,1344.5,90.0,97,3.89,0.98,1,Power Failure
1376,303.27,315.65,1645.7,48.35,188,4.92,1.17,0,No Failure
1377,299.23,311.72,1624.2,55.23,231,3.71,0.59,1,Tool Wear Failure
1378,299.89,310.91,1767.4,60.81,30,4.15,0.98,0,No Failure
1379,298.41,311.37,1200.1,74.0,101,5.97,3.25,0,No Failure
1380,300.63,311.56,1100.0,79.58,115,4.09,3.34,1,Power Failure
1381,296.55,308.21,1714.5,75.79,90,6.84,1.27,0,No Failure
1382,298.72,312.99,1293.0,71.2,87,5.41,9.69,1,Power Failure
1383,304.21,315.24,1100.0,59.44,13,5.6,2.66,0,No Failure
1384,297.45,307.81,1536.3,58.71,165,5.17,3.1,1,Power Failure
1385,301.24,311.58,1698.3,61.11,105,6.43,3.6,1,Power Failure
1386,298.09,312.79,1469.5,83.29,47,6.44,1.34,1,Power Failure
1387,302.35,314.88,1385.5,50.31,196,5.9,4.64,0,No Failure
1388,296.24,308.29,1460.2,74.82,193,6.18,0.52,1,Overstrain Failure
1389,304.21,318.27,1407.4,65.65,117,5.25,0.88,1,Power Failure
1390,299.31,313.49,1163.0,77.12,72,6.15,1.35,1,Power Failure
1391,297.24,308.9,1321.3,64.55,153,5.09,2.9,0,No Failure
1392,295.7,309.17,1630.3,50.97,69,5.5,0.74,0,No Failure
1393,296.61,310.47,1580.4,67.9,57,5.17,0.81,1,Power Failure
1394,299.94,313.21,1542.0,67.7,175,4.95,6.41,1,Overstrain Failure
1395,298.2,308.96,1251.2,76.7,10,4.67,5.86,1,Power Failure
1396,302.87,317.25,1454.6,62.77,23,6.06,0.71,0,No Failure
1397,299.09,311.79,1100.0,64.0,2,7.07,1.24,0,No Failure
1398,297.36,308.78,1544.6,45.52,37,6.91,2.35,0,No Failure
1399,300.86,312.99,1857.2,63.05,17,3.99,3.75,0,No Failure
1400,301.71,311.9,1131.5,73.61,239,7.05,1.7,1,Tool Wear Failure
1401,296.59,307.23,1353.5,55.27,69,5.12,1.53,0,No Failure
1402,296.59,310.42,1582.3,54.97,36,6.22,5.38,1,Power Failure
1403,295.35,305.35,1813.2,51.07,58,4.41,1.34,1,Power Failure
1404,302.0,314.08,1387.9,49.41,225,5.67,1.94,1,Tool Wear Failure
1405,301.31,313.92,1326.9,57.28,125,5.88,3.5,0,No Failure
1406,299.51,309.78,1100.0,58.66,88,3.72,3.6,0,No Failure
1407,303.02,317.89,1525.9,57.36,210,6.23,3.34,1,Tool Wear Failure
1408,302.65,313.78,2010.5,44.4,95,7.12,3.2,1,Power Failure
1409,300.56,312.08,1569.3,44.34,80,5.29,2.91,0,No Failure
1410,303.25,314.77,1494.4,82.34,50,7.13,2.04,1,Power Failure
1411,296.96,308.11,1580.5,72.91,91,5.27,4.64,1,Power Failure
1412,296.06,306.07,1497.2,54.27,76,6.52,3.74,0,No Failure
1413,297.56,311.21,1296.7,68.79,163,2.84,1.5,0,No Failure
1414,295.54,310.38,1705.8,62.06,69,8.4,1.97,1,Power Failure
1415,300.05,311.17,1556.4,72.78,139,7.29,0.8,1,Power Failure
1416,303.9,317.21,1504.4,53.73,16,5.16,1.67,0,No Failure
1417,295.37,309.08,1256.2,77.8,46,3.13,0.91,0,No Failure
1418,296.16,310.4,1825.9,50.0,98,5.85,4.73,1,Power Failure
1419,299.3,311.41,1666.2,45.32,225,3.77,11.07,1,Overstrain Failure
1420,303.87,315.39,1361.8,72.01,91,6.03,0.84,0,No Failure
1421,298.0,309.63,1750.5,69.9,159,5.99,2.14,1,Power Failure
1422,299.82,313.38,1375.6,90.0,61,4.37,1.87,1,Power Failure
1423,295.39,309.48,1304.5,53.91,30,6.85,0.5,0,No Failure
1424,296.41,307.32,1310.1,72.79,14,6.47,1.39,0,No Failure
1425,304.37,316.23,1100.0,65.9,73,6.67,7.83,0,No Failure
1426,304.17,318.68,1617.9,67.48,38,5.51,2.75,1,Power Failure
1427,295.05,309.08,1100.0,55.3,42,3.8,2.16,0,No Failure
1428,304.04,318.97,1192.9,55.51,183,6.67,0.92,0,No Failure
1429,301.07,314.84,1100.0,62.24,4,5.18,4.29,0,No Failure
1430,303.25,315.21,1478.5,63.22,134,3.83,1.62,1,Power Failure
1431,299.32,312.27,1462.4,56.34,91,7.12,1.32,0,No Failure
1432,299.9,313.2,1418.3,70.22,122,8.02,3.99,1,Power Failure
1433,299.64,310.04,1239.4,77.48,135,5.45,2.15,1,Power Failure
1434,301.34,314.06,1206.9,73.86,75,8.09,1.05,1,Power Failure
1435,296.33,309.87,1616.1,75.87,71,5.61,4.22,1,Power Failure
1436,295.28,306.12,1362.4,68.91,176,5.04,2.68,1,Power Failure
1437,297.93,311.83,1579.1,48.25,209,4.74,4.26,1,Tool Wear Failure
1438,301.69,314.61,1278.7,80.06,46,7.46,2.24,0,No Failure
1439,296.92,311.68,1545.3,55.04,23,4.56,11.63,1,Overstrain Failure
1440,301.4,311.61,1825.8,64.59,215,6.38,0.5,1,Tool Wear Failure
1441,304.21,315.54,1646.5,74.81,84,4.83,10.77,1,Power Failure
1442,295.89,308.9,1396.9,68.63,132,4.95,1.5,0,No Failure
1443,301.39,312.87,1564.3,45.75,86,6.74,0.53,0,No Failure
1444,299.22,312.79,1439.8,54.02,30,5.04,2.87,0,No Failure
1445,303.25,317.04,1502.0,75.19,141,5.01,5.36,0,No Failure
1446,296.68,307.2,1418.6,61.94,126,6.86,3.32,1,Power Failure
1447,301.58,314.15,1458.9,63.62,49,7.42,0.5,1,Power Failure
1448,302.96,315.51,1553.0,68.53,108,6.27,0.5,1,Power Failure
1449,303.97,315.82,1251.7,73.93,191,4.71,0.58,1,Overstrain Failure
1450,301.49,316.16,1246.0,69.87,142,4.89,1.39,0,No Failure
1451,299.72,313.86,1152.9,66.86,23,5.6,0.68,0,No Failure
1452,300.87,314.36,1100.0,66.87,132,5.89,1.96,0,No Failure
1453,303.25,316.83,1195.7,76.67,169,4.31,0.5,1,Power Failure
1454,300.42,312.73,1539.9,66.74,190,6.37,2.07,1,Power Failure
1455,295.29,309.89,1276.8,63.89,151,5.6,3.19,0,No Failure
1456,303.84,317.32,1628.4,70.25,37,3.44,5.35,1,Power Failure
1457,301.55,315.2,1508.7,60.54,170,4.39,2.83,1,Power Failure
1458,301.43,315.74,1100.0,61.48,163,4.9,6.15,0,No Failure
1459,297.05,308.42,1663.7,51.14,6,5.41,2.84,0,No Failure
1460,301.26,315.29,1702.7,48.16,99,7.77,0.78,0,No Failure
1461,298.74,309.72,1251.5,64.25,80,5.79,1.8,0,No Failure
1462,301.19,312.91,1605.0,72.24,161,4.49,1.33,1,Overstrain Failure
1463,296.01,307.69,1285.9,58.23,52,5.76,2.55,0,No Failure
1464,301.25,316.14,1524.4,63.4,142,5.08,0.5,0,No Failure
1465,304.49,318.78,1183.9,61.76,219,5.89,5.77,1,Tool Wear Failure
1466,295.46,308.96,1100.0,67.4,191,6.2,3.87,1,Overstrain Failure
1467,304.28,317.92,1404.3,48.81,221,6.95,2.39,1,Tool Wear Failure
1468,298.87,311.68,1469.1,60.41,235,5.47,11.24,1,Tool Wear Failure
1469,303.27,318.01,1400.6,62.05,3,7.47,7.78,1,Power Failure
1470,302.43,314.91,1204.0,73.32,149,6.59,3.61,0,No Failure
1471,300.39,312.29,1400.0,66.23,99,4.65,2.46,1,Power Failure
1472,302.02,312.83,1567.3,48.67,206,8.15,1.95,1,Tool Wear Failure
1473,303.35,317.28,1488.8,73.07,60,5.89,1.83,1,Power Failure
1474,298.84,312.51,1545.6,63.19,235,4.5,1.29,1,Tool Wear Failure
1475,298.11,310.03,1332.5,67.33,147,7.48,1.3,0,No Failure
1476,301.34,311.47,1792.9,56.05,190,7.99,2.28,1,Power Failure
1477,302.67,316.87,1206.0,62.7,21,5.46,5.08,0,No Failure
